UNIX time;Local time;spectralChannel1 min;spectralChannel1 avg;spectralChannel1 max;spectralChannel2 min;spectralChannel2 avg;spectralChannel2 max;spectralChannel3 min;spectralChannel3 avg;spectralChannel3 max;spectralChannel4 min;spectralChannel4 avg;spectralChannel4 max;spectralChannel5 min;spectralChannel5 avg;spectralChannel5 max;spectralChannel6 min;spectralChannel6 avg;spectralChannel6 max;spectralChannel7 min;spectralChannel7 avg;spectralChannel7 max;spectralChannel8 min;spectralChannel8 avg;spectralChannel8 max;spectralChannel9 min;spectralChannel9 avg;spectralChannel9 max;spectralChannel10 min;spectralChannel10 avg;spectralChannel10 max;spectralChannel11 min;spectralChannel11 avg;spectralChannel11 max;spectralChannel12 min;spectralChannel12 avg;spectralChannel12 max;spectralChannel13 min;spectralChannel13 avg;spectralChannel13 max
480;1970-01-01T02:08:00.000;2.7127659574468086;3.1634938409854425;3.401455767077268;5.749067164179105;6.745335820895522;7.287313432835822;13.1806858897799;15.605243701302394;16.87168287550475;13.64068180259277;16.24151176349544;17.612044721860208;20.74690036349151;24.87277797141861;27.057710501419113;28.487971671600405;34.480683478847375;37.66819050474013;8.289185732556488;10.02202643171806;10.922268011936906;32.16629977029096;39.26713246554364;43.05146918070444;29.84199438202247;36.75785240040858;40.398684882533196;32.72343402225755;40.748362480127184;44.956693163751986;25.006212723658052;31.460387673956262;34.829224652087476;10.48159648187633;13.349946695095952;14.850213219616208;51.88452156616416;63.615619765494145;69.81511725293133
540;1970-01-01T02:09:00.000;2.6325121313923106;2.894736842105263;3.280141843971631;5.546641791044776;6.161380597014926;7.003731343283582;12.82940340101234;14.240607404879714;16.300722288574192;13.25180053501612;14.775499005418753;16.96457233006379;20.185231290145893;22.606184335009708;26.020016929741573;27.71145126840784;31.258421703451116;36.37432083036685;8.073326701719482;9.090947847093931;10.44777604092653;31.336332312404288;35.5187834992343;41.53773449464013;29.135278345250256;33.18309499489275;38.777451481103164;32.0172972972973;36.68349761526232;42.8362480127186;24.60839960238569;28.260735586481115;32.993339960238565;10.331223347547976;11.935261194029849;14.188606076759058;50.7070770519263;57.47981574539364;66.94802659128979
600;1970-01-01T02:10:00.000;1.7413213885778276;2.1733855916386715;3.198954833893244;3.6026119402985075;4.607276119402985;6.801305970149254;8.2596940226355;10.600227492464311;15.729761701643634;8.201316962754648;10.777282392482338;16.40362850675629;12.361698949360155;16.322262610167805;25.198426529900914;16.462828343388168;22.22218683254019;34.99604676434219;4.835441239164417;6.462839278101463;10.189143100753162;18.060226837672282;24.839419027565086;39.97564127105666;16.291815628192033;22.790155771195096;37.57277834525025;17.266772655007948;24.59879173290938;41.77704292527822;12.701441351888668;18.45487077534791;32.2;5.090338486140727;7.644083155650321;13.639605543710019;28.719561348408714;39.7066844639866;64.82402638190955
660;1970-01-01T02:11:00.000;1.700261291526689;2.1005972377752893;3.198954833893244;3.6026119402985075;4.399253731343284;6.7611940298507465;8.171620315077062;10.039390320195643;15.510083603480634;8.201316962754648;10.212360244186845;16.23057136977845;12.231240352536972;15.384155753622467;24.89667878305034;16.24734889646644;20.720781653988833;34.435005808071345;4.791672587750462;6.101747903936337;10.102600540002843;17.816184915773356;23.010791539050533;39.24351550535988;16.084014300306436;21.078907048008173;36.866062308478035;17.002225755166933;22.846677265500794;41.20216216216216;12.45337972166998;17.247713717693834;32.001093439363814;5.000079957356075;7.015391791044777;13.519376332622599;28.373670435510885;37.044828308207705;63.9792033082077
720;1970-01-01T02:12:00.000;2.916200074654722;3.1952220977976857;3.5638297872340425;6.235074626865671;6.771455223880597;7.5298507462686555;14.36715008815333;15.629539896490929;17.442643462435306;14.89186501131765;16.299197475821387;18.302284107277593;22.73465119753025;24.953443210675694;28.05158591843848;31.418293551167235;34.595870648630424;39.09015625585491;9.152621855904504;10.069774051442375;11.353986073610914;35.63236983154671;39.39533882082695;44.71027947932619;33.20799284984678;36.867019918283965;42.01991828396323;36.786263910969794;41.01189189189189;47.03135135135135;28.428777335984094;31.83648111332008;36.764562624254474;11.977878464818765;13.523534115138588;15.73755330490404;57.78501360971524;63.98008793969849;72.82286432160804
780;1970-01-01T02:13:00.000;3.482642777155655;3.529301978350131;3.603956700261292;7.3684701492537314;7.519589552238806;7.692164179104478;17.22296536427231;17.419359608712963;17.838468975715177;18.043692983057824;18.23763632622265;18.69116537485424;27.70602001692974;27.980879350694618;28.657073146442265;38.57280698467419;38.97397609322891;39.99477273578896;11.181895694187864;11.320164842972858;11.569845104447918;44.125478560490045;44.57645003828484;45.83377201378254;41.478868743615934;41.888725740551585;43.05892492339122;46.3252146263911;46.78104928457869;48.136343402225755;36.268439363817095;36.563369781312126;37.608200795228626;15.549413646055427;15.678131663113007;16.248787313432842;71.87542399497487;72.56101340033501;74.39750837520937
840;1970-01-01T02:14:00.000;2.7127659574468086;3.322135125046659;3.603956700261292;5.749067164179105;7.074626865671641;7.65205223880597;13.356833304896776;16.37563555707217;17.70686458511062;13.683448796213732;17.09088414843268;18.56186981274436;20.789722650998357;26.17238460389384;28.440969974605387;28.789841495859406;36.419005508299925;39.73659459662008;8.289185732556488;10.567145090237316;11.527071195111553;32.55654192189893;41.61195922664625;45.58973009188361;29.966483656792644;39.062819203268646;43.01679009193054;32.76718600953895;43.562734499205085;48.357138314785374;25.303429423459246;33.992445328031806;37.805964214711736;10.819936034115138;14.559514925373136;16.32397388059701;52.30649078726968;67.70615577889447;74.37185406197655
900;1970-01-01T02:15:00.000;1.8225083986562152;2.2573721537887272;2.99645390070922;3.846082089552239;4.759328358208956;6.356343283582089;8.699050218961498;10.916078029915258;14.631371210828641;8.762260786062145;11.116434597709032;15.237979285273338;13.096648907035801;16.780361499775932;23.25349798336902;17.454828193502454;22.78521377449695;31.978341514595122;5.13684808867415;6.6438823362228225;9.325706977405144;19.230953292496174;25.462456929555895;36.36449559724349;17.414134320735442;23.419305413687436;34.16464504596527;18.54779014308426;25.437201907790143;37.89023847376788;14.040059642147117;19.407107355864813;29.27241550695825;5.684381663113005;8.055703624733475;12.391404584221746;30.817907244556118;41.038939489112224;59.23050146566164
960;1970-01-01T02:16:00.000;1.902762224710713;2.444942142590519;3.0375139977603585;3.9272388059701493;5.1268656716417915;6.356343283582089;8.963271341636807;11.73000056873116;14.49875447875789;9.021846491528912;12.026476438713217;15.151450716784415;13.528855250709556;18.21540606483095;23.124035253697155;18.057574849177502;24.757297560610034;31.677464683179075;5.3099332101747905;7.258632940173369;9.368480886741509;19.91472052067381;27.766797473200615;36.02261198315467;18.07967313585291;25.69075587334014;34.08133299284985;19.430969793322735;28.148807631160572;38.19955484896661;14.735089463220676;21.63851888667992;29.71938369781312;5.962606609808102;8.98462153518124;12.353811300639663;32.03427554438861;44.993242252931324;59.154423157453934
1020;1970-01-01T02:17:00.000;2.7127659574468086;3.0384471817842478;3.4425158641284064;5.789179104477612;6.427238805970149;7.287313432835822;13.313302621850651;14.832827162600237;16.783609167946313;13.727210371081693;15.400096028534193;17.56828314699225;20.876363093163373;23.520390379923317;26.84160732958223;28.617060741184847;32.51157867126316;37.409019372728295;8.331959641892851;9.45303396333665;10.879494102600539;32.3125;36.943673430321596;42.757944104134765;29.966483656792644;34.51513023493361;40.274195607763026;32.98798092209857;38.26263910969793;44.956693163751986;25.551491053677932;29.75596421471173;35.02813121272366;10.759821428571428;12.643123667377395;15.030730277185498;52.38345372696818;60.008977177554435;69.67446084589615
